x1,x2,x3,log10sigmav
-3,1.8000000000000003,-4.699999999999999,-7.312407598976523
-3,1.8000000000000003,-4.3999999999999995,-6.712407598976525
-3,1.8000000000000003,-4.1,-6.112407598976532
-3,1.8000000000000003,-3.8,-5.512407598976557
-3,1.8000000000000003,-3.4999999999999996,-4.912407598976658
-3,1.8000000000000003,-3.1999999999999997,-4.312407598977059
-3,1.8000000000000003,-2.9,-3.712407598978658
-3,1.8000000000000003,-2.5999999999999996,-3.112407598985019
-3,1.8000000000000003,-2.3,-2.5124075990103476
-3,1.8000000000000003,-2.0,-1.9124075991112088
-3,1.8000000000000003,-1.6999999999999997,-1.312407599513182
-3,1.8000000000000003,-1.3999999999999995,-0.7124076011204041
-3,1.8000000000000003,-1.0999999999999996,-0.11240760762881515
-3,1.8000000000000003,-0.7999999999999998,0.48759236471827383
-3,1.8000000000000003,-0.5,1.087592227013908
-3,2.0,-5.6,-9.325705454708755
-3,2.0,-5.3,-8.725705454708756
-3,2.0,-5.0,-8.125705454708756
-3,2.0,-4.699999999999999,-7.525705454708754
-3,2.0,-4.3999999999999995,-6.925705454708755
-3,2.0,-4.1,-6.325705454708758
-3,2.0,-3.8,-5.725705454708771
-3,2.0,-3.4999999999999996,-5.125705454708817
-3,2.0,-3.1999999999999997,-4.525705454709004
-3,2.0,-2.9,-3.9257054547097465
-3,2.0,-2.5999999999999996,-3.325705454712701
-3,2.0,-2.3,-2.7257054547244683
-3,2.0,-2.0,-2.1257054547713397
-3,2.0,-1.6999999999999997,-1.5257054549583529
-3,2.0,-1.3999999999999995,-0.9257054557094914
-3,2.0,-1.0999999999999996,-0.3257054588047824
-3,2.0,-0.7999999999999998,0.2742945272092452
-3,2.0,-0.5,0.8742944451670114
-3,2.2,-5.6,-9.533728039385116
-3,2.2,-5.3,-8.933728039385116
-3,2.2,-5.0,-8.333728039385116
-3,2.2,-4.699999999999999,-7.733728039385115
-3,2.2,-4.3999999999999995,-7.133728039385116
-3,2.2,-4.1,-6.533728039385117
-3,2.2,-3.8,-5.933728039385124
-3,2.2,-3.4999999999999996,-5.333728039385146
-3,2.2,-3.1999999999999997,-4.733728039385235
-3,2.2,-2.9,-4.133728039385591
-3,2.2,-2.5999999999999996,-3.533728039387007
-3,2.2,-2.3,-2.9337280393926464
-3,2.2,-2.0,-2.333728039415122
-3,2.2,-1.6999999999999997,-1.733728039505004
-3,2.2,-1.3999999999999995,-1.1337280398692746
-3,2.2,-1.0999999999999996,-0.5337280414215622
-3,2.2,-0.7999999999999998,0.06627195078053318
-3,2.2,-0.5,0.6662718940907559
-3,2.4000000000000004,-5.6,-9.738653018754922
-3,2.4000000000000004,-5.3,-9.138653018754923
-3,2.4000000000000004,-5.0,-8.538653018754923
-3,2.4000000000000004,-4.699999999999999,-7.938653018754922
-3,2.4000000000000004,-4.3999999999999995,-7.338653018754922
-3,2.4000000000000004,-4.1,-6.738653018754923
-3,2.4000000000000004,-3.8,-6.138653018754926
-3,2.4000000000000004,-3.4999999999999996,-5.538653018754937
-3,2.4000000000000004,-3.1999999999999997,-4.938653018754981
-3,2.4000000000000004,-2.9,-4.338653018755155
-3,2.4000000000000004,-2.5999999999999996,-3.738653018755845
-3,2.4000000000000004,-2.3,-3.138653018758596
-3,2.4000000000000004,-2.0,-2.5386530187695744
-3,2.4000000000000004,-1.6999999999999997,-1.9386530188136755
-3,2.4000000000000004,-1.3999999999999995,-1.3386530189955825
-3,2.4000000000000004,-1.0999999999999996,-0.738653019820168
-3,2.4000000000000004,-0.7999999999999998,-0.1386530246940916
-3,2.4000000000000004,-0.5,0.46134693068378957
-2.7,-1.0,-5.6,-10.098709568720357
-2.7,-1.0,-5.3,-9.498709568721042
-2.7,-1.0,-5.0,-8.898709568723769
-2.7,-1.0,-4.699999999999999,-8.29870956873462
-2.7,-1.0,-4.3999999999999995,-7.69870956877783
-2.7,-1.0,-4.1,-7.098709568949848
-2.7,-1.0,-3.8,-6.498709569634663
-2.7,-1.0,-3.4999999999999996,-5.898709572360957
-2.7,-1.0,-3.1999999999999997,-5.298709583214534
-2.7,-1.0,-2.9,-4.698709626423394
-2.7,-1.0,-2.5999999999999996,-4.098709798440861
